Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_07.wav,1,MU_NA_TU,MU,NA,TU
SEQ_07.wav,2,BI_GU_KI,BI,KU,GI
SEQ_07.wav,3,LO_DO_GI,LO,DO,GI
SEQ_07.wav,4,BA_TE_KU,BA,TE,KU
SEQ_07.wav,5,LO_DO_GI,LO,DO,GI
SEQ_07.wav,6,MO_DA_NE,MO,DA,NE
SEQ_07.wav,7,LO_DO_GI,LO,DO,GI
SEQ_07.wav,8,GU-BI-LE,GU,BI,LE
SEQ_07.wav,9,MU_NA_TU,MU,NA,TU
SEQ_07.wav,10,KI_LE_GU,KI,LE,GU
SEQ_07.wav,11,LO_DO_GI,LO,DO,GI
SEQ_07.wav,12,MU_NA_TU,MU,NA,TU
SEQ_07.wav,13,BA_TE_KU,BA,TE,KU
SEQ_07.wav,14,MO_DA_NE,MO,DA,NE
SEQ_07.wav,15,GU-BI-LE,GU,BI,LE
SEQ_07.wav,16,MO_DA_NE,MO,DA,NE
SEQ_07.wav,17,KI_LE_GU,KI,LE,GU
SEQ_07.wav,18,GU-BI-LE,GU,BI,LE
SEQ_07.wav,19,MU_NA_TU,MU,NA,TU
SEQ_07.wav,20,MO_DA_NE,MO,DA,NE
SEQ_07.wav,21,BA_TE_KU,BA,TE,KU
SEQ_07.wav,22,BI_GU_KI,BI,KU,GI
SEQ_07.wav,23,MO_DA_NE,MO,DA,NE
SEQ_07.wav,24,BA_TE_KU,BA,TE,KU
SEQ_07.wav,25,LE_KI_BI,LE,KI,BI
SEQ_07.wav,26,LO_DO_GI,LO,DO,GI
SEQ_07.wav,27,GU-BI-LE,GU,BI,LE
SEQ_07.wav,28,LE_KI_BI,LE,KI,BI
SEQ_07.wav,29,BI_GU_KI,BI,KU,GI
SEQ_07.wav,30,KI_LE_GU,KI,LE,GU
SEQ_07.wav,31,BI_GU_KI,BI,KU,GI
SEQ_07.wav,32,BA_TE_KU,BA,TE,KU
SEQ_07.wav,33,MO_DA_NE,MO,DA,NE
SEQ_07.wav,34,BA_TE_KU,BA,TE,KU
SEQ_07.wav,35,KI_LE_GU,KI,LE,GU
SEQ_07.wav,36,GU-BI-LE,GU,BI,LE
SEQ_07.wav,37,LO_DO_GI,LO,DO,GI
SEQ_07.wav,38,MO_DA_NE,MO,DA,NE
SEQ_07.wav,39,KI_LE_GU,KI,LE,GU
SEQ_07.wav,40,LE_KI_BI,LE,KI,BI
SEQ_07.wav,41,BI_GU_KI,BI,KU,GI
SEQ_07.wav,42,BA_TE_KU,BA,TE,KU
SEQ_07.wav,43,MO_DA_NE,MO,DA,NE
SEQ_07.wav,44,BA_TE_KU,BA,TE,KU
SEQ_07.wav,45,KI_LE_GU,KI,LE,GU
SEQ_07.wav,46,BI_GU_KI,BI,KU,GI
