Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_08.wav,1,MO_DA_NE,MO,DA,NE
SEQ_08.wav,2,LE_KI_BI,LE,KI,BI
SEQ_08.wav,3,KI_LE_GU,KI,LE,GU
SEQ_08.wav,4,MO_DA_NE,MO,DA,NE
SEQ_08.wav,5,KI_LE_GU,KI,LE,GU
SEQ_08.wav,6,BI_GU_KI,BI,KU,GI
SEQ_08.wav,7,BA_TE_KU,BA,TE,KU
SEQ_08.wav,8,GU-BI-LE,GU,BI,LE
SEQ_08.wav,9,KI_LE_GU,KI,LE,GU
SEQ_08.wav,10,GU-BI-LE,GU,BI,LE
SEQ_08.wav,11,MO_DA_NE,MO,DA,NE
SEQ_08.wav,12,KI_LE_GU,KI,LE,GU
SEQ_08.wav,13,BA_TE_KU,BA,TE,KU
SEQ_08.wav,14,LO_DO_GI,LO,DO,GI
SEQ_08.wav,15,BI_GU_KI,BI,KU,GI
SEQ_08.wav,16,MU_NA_TU,MU,NA,TU
SEQ_08.wav,17,BA_TE_KU,BA,TE,KU
SEQ_08.wav,18,MU_NA_TU,MU,NA,TU
SEQ_08.wav,19,GU-BI-LE,GU,BI,LE
SEQ_08.wav,20,KI_LE_GU,KI,LE,GU
SEQ_08.wav,21,BA_TE_KU,BA,TE,KU
SEQ_08.wav,22,GU-BI-LE,GU,BI,LE
SEQ_08.wav,23,BI_GU_KI,BI,KU,GI
SEQ_08.wav,24,LE_KI_BI,LE,KI,BI
SEQ_08.wav,25,MO_DA_NE,MO,DA,NE
SEQ_08.wav,26,BI_GU_KI,BI,KU,GI
SEQ_08.wav,27,KI_LE_GU,KI,LE,GU
SEQ_08.wav,28,GU-BI-LE,GU,BI,LE
SEQ_08.wav,29,MO_DA_NE,MO,DA,NE
SEQ_08.wav,30,LO_DO_GI,LO,DO,GI
SEQ_08.wav,31,KI_LE_GU,KI,LE,GU
SEQ_08.wav,32,LO_DO_GI,LO,DO,GI
SEQ_08.wav,33,BA_TE_KU,BA,TE,KU
SEQ_08.wav,34,LO_DO_GI,LO,DO,GI
SEQ_08.wav,35,MO_DA_NE,MO,DA,NE
